,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
1749,1 hour ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,255.00 USD,$255.00,1887.0,Palace_Prince,vbeigelman,
1750,1 hour ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,5974.0,Rightmow,cesarjoseph,
1751,1 hour ago,NBA Top Shot (SN# 2101595),,,,27.00 USD,$27.00,,FriezaDunkz,CryptoAnt23,
1752,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,50.00 USD,$50.00,494.0,jobmyster,onecvj,
1753,1 hour ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,8.00 USD,$8.00,2348.0,k4bong,kid_a,
1754,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,11.00 USD,$11.00,1236.0,dependable_spider_monkey313,aleuimas,
1755,1 hour ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,1.00 USD,$1.00,10902.0,doofenshmirtz,0xa03743...cc37ee,
1756,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,9737.0,webhe4d,baloo3101,
1757,1 hour ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,11.00 USD,$11.00,849.0,jpt203,Spartanking8,
1758,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,33.00 USD,$33.00,3936.0,hippychickcher,0x257dab...b29d65,
1759,1 hour ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,380.00 USD,$380.00,62.0,0xfa72a9...2896cd,0x23edb8...f0ddb5,
1760,1 hour ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,12.00 USD,$12.00,1698.0,0xa81536...e8ee1a,coolhandbay,
1761,1 hour ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,51.00 USD,$51.00,1895.0,biodegradable_armadillo,justjam3sz3n,
1762,1 hour ago,2019-20 Og Anunoby,Base Set,Toronto Raptors,Dunk,38.00 USD,$38.00,2109.0,cao_moni,Jam1995,
1763,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,1870.0,stanbobatea,Sylartfre,
1764,1 hour ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,255.00 USD,$255.00,1887.0,Palace_Prince,vbeigelman,
1765,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,170.00 USD,$170.00,5924.0,pinedaax,ckates7,
1766,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,90.00 USD,$90.00,5549.0,0xfc258b...adb047,0x25124f...d23cef,
1767,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,65.00 USD,$65.00,3390.0,Feanaaro,Jmabummyy,
1768,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,700.00 USD,$700.00,248.0,Spongebob,BJay,
1769,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,7073.0,HawkBlockChain,Vapeman77,
1770,1 hour ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,8.00 USD,$8.00,8630.0,KevinDurant,Nutbaggers,
1771,1 hour ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,320.00 USD,$320.00,86.0,lqcking,Knicks_in_4,
1772,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,65.00 USD,$65.00,3714.0,aaronstefanpoker,ChanceBTW,
1773,1 hour ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,7.00 USD,$7.00,7245.0,TopShotNate,0xd8face...d277bf,
1774,1 hour ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,49.00 USD,$49.00,2906.0,webhe4d,Jmabummyy,
1775,1 hour ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,10.00 USD,$10.00,6976.0,whenX1000,NFT4LIFE,
1776,1 hour ago,2019-20 Russell Westbrook,Base Set,Houston Rockets,Dunk,79.00 USD,$79.00,2274.0,Staystacced,Sportscardgains,
1777,1 hour ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,10944.0,CERRETHEKING,0xf64c33...2a6d71,
1778,1 hour ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,5.00 USD,$5.00,5564.0,webhe4d,Always_Hoops,
1779,1 hour ago,2020-21 Dillon Brooks,Base Set,Memphis Grizzlies,Layup,2.00 USD,$2.00,3863.0,average_stoat8199,0xac43d4...f85ff0,
1780,1 hour ago,2020-21 Devin Booker,Base Set,Phoenix Suns,Dunk,12.00 USD,$12.00,2729.0,k4bong,List4More2Gthr,
1781,1 hour ago,2020-21 Isaac Okoro,Base Set,Cleveland Cavaliers,Dunk,50.00 USD,$50.00,3206.0,Herman_Frankman,Jmabummyy,
1782,1 hour ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,120.00 USD,$120.00,448.0,GoonieBrad,JimmyTheGreek,
1783,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,65.00 USD,$65.00,3117.0,0xfc258b...adb047,justjam3sz3n,
1784,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,3957.0,HawkBlockChain,Vapeman77,
1785,1 hour ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,325.00 USD,$325.00,327.0,Natej1221,iamsoclean,
1786,1 hour ago,2020-21 Precious Achiuwa,Base Set,Miami Heat,Dunk,48.00 USD,$48.00,2319.0,webhe4d,Jmabummyy,
1787,1 hour ago,2019-20 Paul George,Metallic Gold LE,Los Angeles Clippers,Jump Shot,700.00 USD,$700.00,193.0,saintdog,0xd186d1...e7cb0f,
1788,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,170.00 USD,$170.00,5382.0,mattyiceco,Vitalik,
1789,1 hour ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,65.00 USD,$65.00,3978.0,turog_j,ChanceBTW,
1790,1 hour ago,2020-21 Killian Hayes,Base Set,Detroit Pistons,Jump Shot,46.00 USD,$46.00,2125.0,Slick,grannydimes,
1791,1 hour ago,2019-20 Tyus Jones,Base Set,Memphis Grizzlies,Assist,24.00 USD,$24.00,963.0,LargeSnorlax,irv616,
1792,1 hour ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,44.00 USD,$44.00,2283.0,webhe4d,Jmabummyy,
1793,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,8191.0,HawkBlockChain,goofy,
1794,1 hour ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,3.00 USD,$3.00,1358.0,GermDaWorm,0x0479d0...9f833f,
1795,1 hour ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,35.00 USD,$35.00,62.0,pleonexia,PlumpLumpkin,
1796,1 hour ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,239.00 USD,$239.00,2841.0,gigantic_heron8434,unripe_spider_monkey120,
1797,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,15.00 USD,$15.00,1108.0,Jlay8,0x1ac0d0...02b682,
1798,1 hour ago,2019-20 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Layup,63.00 USD,$63.00,2388.0,Cagelawyer,Kawhythagaros,
1799,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,3270.0,HawkBlockChain,JMoney321,
1800,1 hour ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,35.00 USD,$35.00,62.0,pleonexia,PlumpLumpkin,
1801,1 hour ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,239.00 USD,$239.00,2841.0,gigantic_heron8434,unripe_spider_monkey120,
1802,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,15.00 USD,$15.00,1108.0,Jlay8,0x1ac0d0...02b682,
1803,1 hour ago,2019-20 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Layup,63.00 USD,$63.00,2388.0,Cagelawyer,Kawhythagaros,
1804,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,3270.0,HawkBlockChain,JMoney321,
1805,1 hour ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,7.00 USD,$7.00,5716.0,baytosd,Always_Hoops,
1806,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,167.00 USD,$167.00,5053.0,NashO,AK47,
1807,1 hour ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,95.00 USD,$95.00,1961.0,GlassFecta,justjam3sz3n,
1808,1 hour ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,89.00 USD,$89.00,3177.0,DraftDaddy,Jmabummyy,
1809,1 hour ago,2019-20 Khris Middleton,Base Set,Milwaukee Bucks,3 Pointer,32.00 USD,$32.00,3178.0,jtbgames,Thunder_Dan,
1810,1 hour ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,55.00 USD,$55.00,1038.0,dddd9999,herbal_healer,
1811,1 hour ago,2020-21 Markelle Fultz,Base Set,Orlando Magic,Jump Shot,2.00 USD,$2.00,11035.0,dpow,Breweripa,
1812,1 hour ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,253.00 USD,$253.00,4280.0,Cweatherhead89,iamsoclean,
1813,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,8036.0,BraedenG,Ken,
1814,1 hour ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,4.00 USD,$4.00,6503.0,0x59b081...273920,Always_Hoops,
1815,1 hour ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,8.00 USD,$8.00,10054.0,JustinianPlagueis,baloo3101,
1816,1 hour ago,NBA Top Shot (SN# 2088842),,,,178.00 USD,$178.00,,0x8588c2...bed22d,NBAown_a_peace_BlacklivesM,
1817,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,3 Pointer,224.00 USD,$224.00,2244.0,ruin,talkative_honey_bee8577,
1818,1 hour ago,NBA Top Shot (SN# 2353138),,,,2.00 USD,$2.00,,JustinianPlagueis,stocks_shoes,
1819,1 hour ago,2019-20 Devin Booker,Base Set,Phoenix Suns,Jump Shot,115.00 USD,$115.00,2540.0,1994Rockets,0x90fe50...0f55d9,
1820,1 hour ago,NBA Top Shot (SN# 1631765),,,,2.00 USD,$2.00,,Zurichasset,BellCowBack,
1821,1 hour ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,325.00 USD,$325.00,141.0,Nolanole,Knicks_in_4,
1822,1 hour ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,2.00 USD,$2.00,11484.0,JustinianPlagueis,KG7,
1823,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,12.00 USD,$12.00,344.0,Spaceship97,Spartanking8,
1824,1 hour ago,NBA Top Shot (SN# 2161504),,,,7.00 USD,$7.00,,aquilo,0xb56c18...df53dd,
1825,1 hour ago,2019-20 Tyus Jones,Base Set,Memphis Grizzlies,Assist,23.00 USD,$23.00,699.0,GreekFreak34,irv616,
1826,1 hour ago,2019-20 Bradley Beal,Base Set,Washington Wizards,Layup,113.00 USD,$113.00,2689.0,NaPalm15n,jatart,
1827,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,30.00 USD,$30.00,5694.0,DraftMasterVlade,Thechek182,
1828,1 hour ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,5128.0,dpow,thegraymatters,
1829,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,3161.0,HawkBlockChain,0xac43d4...f85ff0,
1830,1 hour ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,20.00 USD,$20.00,11920.0,trok,NFT4LIFE,
1831,1 hour ago,2019-20 Derrick Rose,Base Set,Detroit Pistons,Assist,33.00 USD,$33.00,3293.0,Cagelawyer,DRODMAN,
1832,1 hour ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,230.00 USD,$230.00,2820.0,Dan35,Jmabummyy,
1833,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,338.00 USD,$338.00,1586.0,AndrewGaze10,FlightReacts,
1834,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,170.00 USD,$170.00,5118.0,CarterHeat,Vitalik,
1835,1 hour ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,3.00 USD,$3.00,5973.0,MAG,baytosd,
1836,1 hour ago,2019-20 Tyus Jones,Base Set,Memphis Grizzlies,Assist,6.00 USD,$6.00,2516.0,htx,0xa03743...cc37ee,
1837,1 hour ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,5.00 USD,$5.00,5559.0,jpt203,darko3131,
1838,1 hour ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,12.00 USD,$12.00,2836.0,MAG,NFT4LIFE,
1839,1 hour ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,95.00 USD,$95.00,3539.0,aaronstefanpoker,Jmabummyy,
1840,1 hour ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Dunk,25.00 USD,$25.00,7113.0,baytosd,cross_em_up,
1841,1 hour ago,2020-21 Devin Booker,Base Set,Phoenix Suns,Dunk,12.00 USD,$12.00,2607.0,LebronsFather,List4More2Gthr,
1842,1 hour ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,7734.0,HawkBlockChain,0x260ced...2ef0ed,
1843,1 hour ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,8.00 USD,$8.00,7196.0,TopShotNate,NFT4LIFE,
1844,1 hour ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,65.00 USD,$65.00,4318.0,biodegradable_armadillo,big_wig69,
1845,1 hour ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,5.00 USD,$5.00,7852.0,webhe4d,bigtank22,
1846,1 hour ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,35.00 USD,$35.00,6787.0,Lalalaanan,gregy,
1847,1 hour ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,2.00 USD,$2.00,9239.0,JustinianPlagueis,Cizzilla,
1848,1 hour ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,285.00 USD,$285.00,396.0,JohnnyUtah,zak_,
1849,1 hour ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,5.00 USD,$5.00,8860.0,Bp2527,Vapeman77,
1850,1 hour ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,10831.0,formal_uakari7161,NFT4LIFE,
1851,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,7807.0,GFinest,nurD,
1852,1 hour ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,50.00 USD,$50.00,161.0,Coolxigrey,Knicks_in_4,
1853,1 hour ago,2020-21 Obi Toppin,Base Set,New York Knicks,3 Pointer,70.00 USD,$70.00,2359.0,Minners,Jmabummyy,
1854,1 hour ago,NBA Top Shot (SN# 2304013),,,,9.00 USD,$9.00,,Feanaaro,0xb56c18...df53dd,
1855,1 hour ago,2019-20 Giannis Antetokounmpo,MVP Moves,Milwaukee Bucks,Dunk,409.00 USD,$409.00,197.0,highvibes,ts6kou,
1856,1 hour ago,NBA Top Shot (SN# 2320653),,,,2.00 USD,$2.00,,JustinianPlagueis,TracyMcGreedy,
1857,1 hour ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,34.00 USD,$34.00,6525.0,___,0x25124f...d23cef,
1858,1 hour ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,250.00 USD,$250.00,1905.0,PunchingDonkeys,iamsoclean,
1859,1 hour ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,2.00 USD,$2.00,8224.0,dpow,0xac43d4...f85ff0,
1860,1 hour ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Dunk,50.00 USD,$50.00,5691.0,kevbob,0xbf9156...9fa5d2,
1861,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,25.00 USD,$25.00,10880.0,k4bong,0xd0cca5...861486,
1862,1 hour ago,NBA Top Shot (SN# 2160787),,,,7.00 USD,$7.00,,bmwbeetle,0xb56c18...df53dd,
1863,1 hour ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,3 Pointer,177.00 USD,$177.00,10867.0,medicmac07,FoodStamx,
1864,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,7975.0,kevbob,nurD,
1865,1 hour ago,NBA Top Shot (SN# 2144308),,,,15.00 USD,$15.00,,LemarPatrick,0x567581...629502,
1866,1 hour ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,29.00 USD,$29.00,3565.0,webhe4d,Broncinbuck,
1867,1 hour ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,15.00 USD,$15.00,2065.0,k4bong,elimorrison11,
1868,1 hour ago,2020-21 Alec Burks,Base Set,New York Knicks,Assist,3.00 USD,$3.00,7151.0,HigginsYanks,0x3e74b4...f5b48f,
1869,1 hour ago,NBA Top Shot (SN# 2240599),,,,7.00 USD,$7.00,,JustinianPlagueis,Pelzin,
1870,1 hour ago,2019-20 Mikal Bridges,Base Set,Phoenix Suns,Dunk,27.00 USD,$27.00,2554.0,Rocky,cross_em_up,
1871,1 hour ago,2019-20 Dillon Brooks,Base Set,Memphis Grizzlies,Assist,15.00 USD,$15.00,3070.0,Cagelawyer,0x07ade0...3d6672,
1872,1 hour ago,2019-20 Vince Carter,Base Set,Atlanta Hawks,3 Pointer,425.00 USD,$425.00,2343.0,Spruce_Springstream,teedubya,
1873,1 hour ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,90.00 USD,$90.00,3325.0,blazing3,Jmabummyy,
1874,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,44.00 USD,$44.00,7219.0,mikeman7322,Thelawyer251238,
1875,1 hour ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,249.00 USD,$249.00,3839.0,0xd544b3...19fca2,iamsoclean,
1876,1 hour ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,2.00 USD,$2.00,11525.0,JustinianPlagueis,0xa03743...cc37ee,
1877,1 hour ago,NBA Top Shot (SN# 2226243),,,,8.00 USD,$8.00,,Breaknboxes,0xb56c18...df53dd,
1878,1 hour ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,7.00 USD,$7.00,4091.0,Gbenz,futurefox,
1879,1 hour ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,90.00 USD,$90.00,3104.0,NashO,Jmabummyy,
1880,1 hour ago,2020-21 Jonas Valančiūnas,Base Set,Memphis Grizzlies,Dunk,1.00 USD,$1.00,7026.0,JustinianPlagueis,0xa03743...cc37ee,
1881,1 hour ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,6.00 USD,$6.00,5716.0,JustinianPlagueis,baytosd,
1882,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,7796.0,BraedenG,nurD,
1883,1 hour ago,2019-20 Julius Randle,Base Set,New York Knicks,Dunk,44.00 USD,$44.00,2818.0,Cagelawyer,Mcdonalg155,
1884,1 hour ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,10263.0,JustinianPlagueis,0x4fb0b4...d69ad5,
1885,1 hour ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,80.00 USD,$80.00,1936.0,cryptoescrow,talkative_honey_bee8577,
1886,1 hour ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,65.00 USD,$65.00,5910.0,Vicehood,Thelawyer251238,
1887,1 hour ago,2020-21 LaMelo Ball,Base Set,Charlotte Hornets,Assist,435.00 USD,$435.00,3236.0,SisterSquad3,0x7d9341...0a909c,
1888,1 hour ago,NBA Top Shot (SN# 2160260),,,,7.00 USD,$7.00,,Pasper,LifexDesign,
1889,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,7504.0,intelligent_tapir,nurD,
1890,1 hour ago,2020-21 Mike Conley,Base Set,Utah Jazz,Layup,2.00 USD,$2.00,10751.0,JustinianPlagueis,Davidfund88,
1891,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,167.00 USD,$167.00,4729.0,NashO,Vitalik,
1892,1 hour ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,98.00 USD,$98.00,82.0,kbarnhill,Knicks_in_4,
1893,1 hour ago,2020-21 Steph Curry,Base Set,Golden State Warriors,Assist,36.00 USD,$36.00,2051.0,stanbobatea,smashrs,
1894,1 hour ago,2020-21 Cam Reddish,Base Set,Atlanta Hawks,Assist,3.00 USD,$3.00,8865.0,JustinianPlagueis,Airmediummic,
1895,1 hour ago,2020-21 Nikola Vučević,Base Set,Orlando Magic,Layup,1.00 USD,$1.00,7790.0,JustinianPlagueis,0xa03743...cc37ee,
1896,1 hour ago,NBA Top Shot (SN# 2320754),,,,11.00 USD,$11.00,,pihpihpih,cross_em_up,
1897,1 hour ago,2019-20 Eric Bledsoe,Base Set,Milwaukee Bucks,Assist,20.00 USD,$20.00,1906.0,avanvv,0xc62a63...4daa06,
1898,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,11.00 USD,$11.00,11215.0,gil7018,chefradish,
1899,1 hour ago,2020-21 Isaac Okoro,Base Set,Cleveland Cavaliers,Dunk,49.00 USD,$49.00,3523.0,0xfc258b...adb047,donke,
1900,1 hour ago,2020-21 Cam Reddish,Base Set,Atlanta Hawks,Assist,3.00 USD,$3.00,8865.0,JustinianPlagueis,Airmediummic,
1901,1 hour ago,2020-21 Nikola Vučević,Base Set,Orlando Magic,Layup,1.00 USD,$1.00,7790.0,JustinianPlagueis,0xa03743...cc37ee,
1902,1 hour ago,NBA Top Shot (SN# 2320754),,,,11.00 USD,$11.00,,pihpihpih,cross_em_up,
1903,1 hour ago,2019-20 Eric Bledsoe,Base Set,Milwaukee Bucks,Assist,20.00 USD,$20.00,1906.0,avanvv,0xc62a63...4daa06,
1904,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,11.00 USD,$11.00,11215.0,gil7018,chefradish,
1905,1 hour ago,2020-21 Isaac Okoro,Base Set,Cleveland Cavaliers,Dunk,49.00 USD,$49.00,3523.0,0xfc258b...adb047,donke,
1906,1 hour ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,4978.0,dddd9999,teedubya,
1907,1 hour ago,2019-20 Jeff Teague,Got Game,Atlanta Hawks,Handles,80.00 USD,$80.00,666.0,OJ_26,Jayballer,
1908,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,5.00 USD,$5.00,7869.0,Chivi,nurD,
1909,1 hour ago,2019-20 LeBron James,Base Set,Los Angeles Lakers,Dunk,999.00 USD,$999.00,1338.0,The_Elk,0x119ccd...273187,
1910,1 hour ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,64.00 USD,$64.00,64.0,Akuma,Knicks_in_4,
1911,1 hour ago,2019-20 Paul George,Base Set,Los Angeles Clippers,Jump Shot,99.00 USD,$99.00,2767.0,cst2006,Wutdafockttv,
1912,1 hour ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,3.00 USD,$3.00,2937.0,k4bong,0xf64c33...2a6d71,
1913,1 hour ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,3.00 USD,$3.00,4365.0,Mvb1976,NBAown_a_peace_BlacklivesM,
1914,1 hour ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,5.00 USD,$5.00,2983.0,SaltBucket,Lookattheflickofthatwrist,
1915,1 hour ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Layup,11.00 USD,$11.00,10544.0,ByAnyMeansMo,0xb56c18...df53dd,
1916,1 hour ago,2019-20 Devin Booker,Base Set,Phoenix Suns,Jump Shot,110.00 USD,$110.00,2491.0,clay,0x42a022...7f6375,
1917,1 hour ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,199.00 USD,$199.00,24.0,Laonis,Knicks_in_4,
1918,1 hour ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,39.00 USD,$39.00,5869.0,0xfc258b...adb047,0x5b9d56...87e0fe,
1919,1 hour ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,6.00 USD,$6.00,3992.0,antc,nurD,
1920,1 hour ago,2019-20 Cam Reddish,Base Set,Atlanta Hawks,Steal,51.00 USD,$51.00,2930.0,klaysburner,0x4d5d5c...d8c7c7,
1921,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,11.00 USD,$11.00,10113.0,AsTheKRoweFlies,chefradish,
1922,1 hour ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,44.00 USD,$44.00,6140.0,Thefeinz,gregy,
1923,1 hour ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,9.00 USD,$9.00,10934.0,webhe4d,LifexDesign,
1924,1 hour ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Dunk,53.00 USD,$53.00,4512.0,antc,Tatum_Time06,
1925,1 hour ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,30.00 USD,$30.00,3463.0,CoinLord,true_bok_choy9671,
1926,1 hour ago,2020-21 Killian Hayes,Base Set,Detroit Pistons,Jump Shot,50.00 USD,$50.00,1128.0,f_ckthelion,Mookieray,
1927,1 hour ago,2020-21 Ivica Zubac,Base Set,LA Clippers,Dunk,1.00 USD,$1.00,8376.0,JustinianPlagueis,0xa03743...cc37ee,
1928,1 hour ago,2020-21 Bismack Biyombo,Base Set,Charlotte Hornets,Layup,2.00 USD,$2.00,2275.0,JustinianPlagueis,SaltBucket,
1929,1 hour ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,3.00 USD,$3.00,6206.0,0x59b081...273920,Diggie8111,
1930,1 hour ago,2019-20 Paul George,Base Set,Los Angeles Clippers,Jump Shot,96.00 USD,$96.00,3082.0,TopShooter,Wutdafockttv,
1931,1 hour ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,225.00 USD,$225.00,2861.0,Maurothon,0x7d9341...0a909c,
