,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
69,2 minutes ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,237.00 USD,$237.00,3736.0,0xf8d687...e9096e,Johnwick47,
70,2 minutes ago,2019-20 Nemanja Bjelica,Base Set,Sacramento Kings,3 Pointer,17.00 USD,$17.00,2513.0,lem,grandceltic,
71,2 minutes ago,2019-20 Terrence Ross,Base Set,Orlando Magic,Dunk,17.00 USD,$17.00,2695.0,0xec62de...ddedeb,grandceltic,
72,2 minutes ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,19.00 USD,$19.00,745.0,AndreCronje,jeffreybryanromero,
73,2 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,79.00 USD,$79.00,5695.0,Excill,gnez,
74,2 minutes ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,7.00 USD,$7.00,8020.0,Shusi,Always_Hoops,
75,2 minutes ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,38.00 USD,$38.00,4561.0,DCCAG,yjiuka,
76,2 minutes ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,5.00 USD,$5.00,2513.0,face,0xec0856...657984,
77,2 minutes ago,2019-20 Larry Nance Jr.,Got Game,Cleveland Cavaliers,Dunk,86.00 USD,$86.00,407.0,scorbles,Hazadus01,
78,2 minutes ago,2019-20 Kyrie Irving,Base Set,Brooklyn Nets,Steal,126.00 USD,$126.00,1982.0,Pranked,0xa24558...333bbb,
79,2 minutes ago,2019-20 Marquese Chriss,Base Set,Golden State Warriors,Dunk,17.00 USD,$17.00,2466.0,Rocky,grandceltic,
80,3 minutes ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,9.00 USD,$9.00,5908.0,0xf8d687...e9096e,0xd98fbd...9fbed3,
81,3 minutes ago,2020-21 Jarrett Allen,Base Set,Brooklyn Nets,Dunk,18.00 USD,$18.00,4700.0,biodegradable_armadillo,0x48c71d...55dca0,
82,3 minutes ago,2019-20 Mikal Bridges,Base Set,Phoenix Suns,Dunk,33.00 USD,$33.00,2585.0,Oetker83,CrouseHouse,
83,3 minutes ago,2019-20 Langston Galloway,Base Set,Detroit Pistons,Jump Shot,17.00 USD,$17.00,1862.0,rstg2001,grandceltic,
84,3 minutes ago,2020-21 Bojan Bogdanović,Base Set,Utah Jazz,Layup,5.00 USD,$5.00,559.0,Spaceship97,0x5ea56e...d3c057,
85,3 minutes ago,2020-21 Bojan Bogdanović,Base Set,Utah Jazz,Layup,2.00 USD,$2.00,14418.0,Wintershot,0xc6c913...62fe73,
86,3 minutes ago,2019-20 Bruce Brown,Base Set,Detroit Pistons,Dunk,17.00 USD,$17.00,2481.0,7costanza,grandceltic,
87,3 minutes ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,9.00 USD,$9.00,1178.0,baller_basket,MI2NYC,
88,3 minutes ago,2020-21 De'Anthony Melton,Base Set,Memphis Grizzlies,Dunk,6.00 USD,$6.00,4488.0,El_Dinero,cityrapture,
89,3 minutes ago,2019-20 Danuel House Jr.,Base Set,Houston Rockets,Dunk,17.00 USD,$17.00,2250.0,athletic_insect2245,grandceltic,
90,3 minutes ago,2020-21 OG Anunoby,Base Set,Toronto Raptors,Handles,4.00 USD,$4.00,4242.0,DerrickRose,0xb32286...3dd112,
91,3 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,32.00 USD,$32.00,796.0,Spaceship97,Dazza9,
92,3 minutes ago,2020-21 Thanasis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,6.00 USD,$6.00,1461.0,sizzo,tonylopo,
93,3 minutes ago,2019-20 Vince Carter,Base Set,Atlanta Hawks,3 Pointer,509.00 USD,$509.00,1485.0,Pranked,spartyon,
94,3 minutes ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,3.00 USD,$3.00,5942.0,nbalive99,Awesemo,
95,3 minutes ago,2020-21 Darius Bazley,Base Set,Oklahoma City Thunder,Dunk,2.00 USD,$2.00,14651.0,jwa3,0xc6c913...62fe73,
96,3 minutes ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,7247.0,0xa99162...988040,GoatPicks,
97,3 minutes ago,2019-20 D'Angelo Russell,Base Set,Minnesota Timberwolves,Block,30.00 USD,$30.00,1878.0,PistonsThoughts,0x1d3f5e...771bf3,
98,3 minutes ago,2019-20 Kemba Walker,Eastern Conference Finals,Boston Celtics,Layup,499.00 USD,$499.00,40.0,hidden,trusty_frigatebird3865,
99,3 minutes ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,40.00 USD,$40.00,2608.0,smooth_zucchini7533,grantmartens,
100,3 minutes ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,3.00 USD,$3.00,5942.0,nbalive99,Awesemo,
101,3 minutes ago,2020-21 Darius Bazley,Base Set,Oklahoma City Thunder,Dunk,2.00 USD,$2.00,14651.0,jwa3,0xc6c913...62fe73,
102,3 minutes ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,7247.0,0xa99162...988040,GoatPicks,
103,3 minutes ago,2019-20 D'Angelo Russell,Base Set,Minnesota Timberwolves,Block,30.00 USD,$30.00,1878.0,PistonsThoughts,0x1d3f5e...771bf3,
104,4 minutes ago,2019-20 Kemba Walker,Eastern Conference Finals,Boston Celtics,Layup,499.00 USD,$499.00,40.0,hidden,trusty_frigatebird3865,
105,4 minutes ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,40.00 USD,$40.00,2608.0,smooth_zucchini7533,grantmartens,
106,4 minutes ago,2019-20 LeBron James,Base Set,Los Angeles Lakers,Dunk,"5,999.00 USD","$5,999.00",426.0,Crypto,Supersonics_20,
107,4 minutes ago,2020-21 Hamidou Diallo,Base Set,Oklahoma City Thunder,Dunk,6.00 USD,$6.00,11853.0,mynameisbrandon,seanwalsh9409,
108,4 minutes ago,2020-21 Hamidou Diallo,Base Set,Oklahoma City Thunder,Dunk,7.00 USD,$7.00,5997.0,sarah,coolhandbay,
109,4 minutes ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,96.00 USD,$96.00,1277.0,Platinum_Baller5569,cityrapture,
110,4 minutes ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,11.00 USD,$11.00,3059.0,mstick92,Timmah,
111,4 minutes ago,2020-21 Mason Plumlee,Base Set,Detroit Pistons,Dunk,4.00 USD,$4.00,9193.0,silky_monkey9141,0xfccb59...ed2d40,
112,4 minutes ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,4.00 USD,$4.00,8154.0,TacoCorp,0x40e211...c7ccdb,
113,4 minutes ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,6964.0,Grantthecreator,0xa8a8bb...ba6982,
114,4 minutes ago,2019-20 Miles Bridges,Base Set,Charlotte Hornets,Dunk,30.00 USD,$30.00,3108.0,Cartergan,Mik,
115,4 minutes ago,2019-20 Og Anunoby,Base Set,Toronto Raptors,Dunk,39.00 USD,$39.00,1338.0,Efod24,jjmaleki,
116,4 minutes ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,38.00 USD,$38.00,4038.0,DCCAG,rawchild,
117,4 minutes ago,2020-21 Tacko Fall,Base Set,Boston Celtics,Block,15.00 USD,$15.00,7992.0,Grantthecreator,StoneColdBroke,
118,4 minutes ago,2020-21 David Nwaba,Base Set,Houston Rockets,Dunk,5.00 USD,$5.00,7904.0,JohnnyUtah,0x3dbc23...4f3c81,
119,4 minutes ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,39.00 USD,$39.00,5715.0,Juankash619,ClipRusso,
120,4 minutes ago,2019-20 Gary Harris,Base Set,Denver Nuggets,Steal,18.00 USD,$18.00,2680.0,Jonathan_Snow,Obiwan_jakobi,
121,4 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Dunk,31.00 USD,$31.00,10222.0,BeastMode,0xf85e4e...2418e8,
122,4 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,80.00 USD,$80.00,3024.0,Grantthecreator,nondairi,
123,4 minutes ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,9.00 USD,$9.00,11424.0,Shusi,0x098fc2...d34cf3,
124,4 minutes ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,60.00 USD,$60.00,506.0,0x9cf9f3...e40ded,vigilant_tang420,
125,4 minutes ago,2019-20 Patty Mills,Base Set,San Antonio Spurs,Steal,19.00 USD,$19.00,2234.0,Rocky,serene_centipede5607,
126,4 minutes ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,13.00 USD,$13.00,909.0,NJBASKETBALLCARDS,0x642308...8db772,
127,4 minutes ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,3880.0,overzet,0xbc4b97...c158f8,
128,4 minutes ago,2020-21 Bismack Biyombo,Base Set,Charlotte Hornets,Layup,3.00 USD,$3.00,6422.0,Georgecg01,0x7eb505...7ed408,
129,4 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Dunk,38.00 USD,$38.00,3384.0,RapTor,Joe0087,
130,4 minutes ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,7.00 USD,$7.00,10911.0,Lukeness5,Mbcpro,
131,4 minutes ago,2020-21 Draymond Green,Base Set,Golden State Warriors,Assist,4.00 USD,$4.00,7325.0,0x08df2f...6f4b54,0x7eb505...7ed408,
132,4 minutes ago,2020-21 Jordan Clarkson,Base Set,Utah Jazz,Dunk,3.00 USD,$3.00,11761.0,Shusi,0x7eb505...7ed408,
133,4 minutes ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,37.00 USD,$37.00,5802.0,Avelazq,0xb32286...3dd112,
134,4 minutes ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,4793.0,Jelly1,0xfccb59...ed2d40,
135,4 minutes ago,2019-20 Jalen Brunson,Base Set,Dallas Mavericks,3 Pointer,18.00 USD,$18.00,3807.0,aquilo,Dinko,
136,4 minutes ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,11.00 USD,$11.00,739.0,0x9cf9f3...e40ded,NikoHD,
137,5 minutes ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,5.00 USD,$5.00,5416.0,0x8a7e20...b30a80,lubountyck,
138,5 minutes ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,244.00 USD,$244.00,4863.0,nbarocksstc,0x56d909...47b6ab,
139,5 minutes ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,5.00 USD,$5.00,9500.0,Mdg92,0x7eb505...7ed408,
140,5 minutes ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,4.00 USD,$4.00,5334.0,SPeteMossMD,0xc47812...f1dd7b,
141,5 minutes ago,2020-21 Kendrick Nunn,Base Set,Miami Heat,Dunk,3.00 USD,$3.00,7070.0,SmooreEtwaun,0x7eb505...7ed408,
142,5 minutes ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,3.00 USD,$3.00,9959.0,these_tang8771,splashsplash,
143,5 minutes ago,2020-21 Eric Bledsoe,Base Set,New Orleans Pelicans,Block,5.00 USD,$5.00,3444.0,mat2618,0xfb02c0...94c73a,
144,5 minutes ago,2020-21 Marcus Smart,Base Set,Boston Celtics,Layup,3.00 USD,$3.00,8585.0,Jackp,0x7eb505...7ed408,
145,5 minutes ago,2020-21 Markelle Fultz,Base Set,Orlando Magic,Jump Shot,3.00 USD,$3.00,4191.0,YouShallNotPass,0xc6c913...62fe73,
146,5 minutes ago,2020-21 David Nwaba,Base Set,Houston Rockets,Dunk,5.00 USD,$5.00,8699.0,Grantthecreator,0x33c8dc...281402,
147,5 minutes ago,2020-21 Serge Ibaka,Base Set,LA Clippers,Dunk,3.00 USD,$3.00,9505.0,AF_Chino,0x7eb505...7ed408,
148,5 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,79.00 USD,$79.00,3825.0,Excill,UNDYINGFEAR,
149,5 minutes ago,2020-21 Andrew Wiggins,Base Set,Golden State Warriors,Layup,2.00 USD,$2.00,10551.0,Shusi,Shruminator,
150,5 minutes ago,2020-21 David Nwaba,Base Set,Houston Rockets,Dunk,5.00 USD,$5.00,8699.0,Grantthecreator,0x33c8dc...281402,
151,5 minutes ago,2020-21 Serge Ibaka,Base Set,LA Clippers,Dunk,3.00 USD,$3.00,9505.0,AF_Chino,0x7eb505...7ed408,
152,5 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,79.00 USD,$79.00,3825.0,Excill,UNDYINGFEAR,
153,5 minutes ago,2020-21 Andrew Wiggins,Base Set,Golden State Warriors,Layup,2.00 USD,$2.00,10551.0,Shusi,Shruminator,
154,5 minutes ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,2.00 USD,$2.00,8719.0,smooth_zucchini7533,0x0dfd8e...9e6429,
155,5 minutes ago,2019-20 Marvin Bagley III,Base Set,Sacramento Kings,Dunk,31.00 USD,$31.00,3525.0,TheEJ,0x09e6f7...bb24f1,
156,5 minutes ago,2019-20 JaMychal Green,Base Set,Los Angeles Clippers,Dunk,20.00 USD,$20.00,2616.0,hurley1660,0xc4593f...c1dab1,
157,6 minutes ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,7.00 USD,$7.00,11413.0,Lukeness5,Timmah,
158,1 hour ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,44.00 USD,$44.00,7854.0,avoutloud,BackIntoCards,
159,1 hour ago,2020-21 Tacko Fall,Base Set,Boston Celtics,Block,15.00 USD,$15.00,6729.0,heavy_binturong7496,labrown1019,
160,1 hour ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,15.00 USD,$15.00,5648.0,pinball,0xe6c93b...456362,
161,1 hour ago,2020-21 Alec Burks,Base Set,New York Knicks,Assist,4.00 USD,$4.00,6431.0,El_Dinero,0xa98cf5...2cbaf8,
162,1 hour ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,5.00 USD,$5.00,9171.0,Shusi,themick23,
163,1 hour ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,225.00 USD,$225.00,2573.0,0x7b1f6c...b46c94,Devoknevo,
164,1 hour ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,50.00 USD,$50.00,2326.0,GokuSZN,0xe6c93b...456362,
165,1 hour ago,2020-21 Thanasis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,8.00 USD,$8.00,6833.0,Houston_Rockets,Contento,
166,1 hour ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,8311.0,these_tang8771,moscow,
167,1 hour ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,2.00 USD,$2.00,9317.0,DerrickRose,moscow,
168,1 hour ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,4.00 USD,$4.00,1250.0,Eaglezzz,Speedy,
169,1 hour ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,36.00 USD,$36.00,506.0,these_tang8771,0x9cf9f3...e40ded,
170,1 hour ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,10646.0,SPeteMossMD,0xbb28cf...ffd8a5,
171,1 hour ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,17.00 USD,$17.00,2783.0,Zythron,ScottiePippen33,
172,1 hour ago,2020-21 T.J. McConnell,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,11847.0,Grantthecreator,moscow,
173,1 hour ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,2.00 USD,$2.00,6378.0,0xf8d687...e9096e,antc,
174,1 hour ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,3.00 USD,$3.00,9276.0,these_tang8771,0xa98cf5...2cbaf8,
175,1 hour ago,2019-20 Steph Curry,Base Set,Golden State Warriors,3 Pointer,420.00 USD,$420.00,3394.0,Crypto,0x5a9c87...6eacd2,
176,1 hour ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,40.00 USD,$40.00,3745.0,Diggie8111,bmac69,
177,1 hour ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,11807.0,Grantthecreator,antc,
