,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
8704,13 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,9314.0,mynameisbrandon,RonnyRich,
8705,13 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,338.00 USD,$338.00,4652.0,EPatGolf,dappp,
8706,13 hours ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,6.00 USD,$6.00,3265.0,An_Enemy_Yeti,0xfc57f8...792b75,
8707,13 hours ago,2020-21 Draymond Green,Base Set,Golden State Warriors,Assist,5.00 USD,$5.00,5483.0,SFsportsfan,0x8bea37...49ed94,
8708,13 hours ago,2019-20 LeBron James,Base Set,Los Angeles Lakers,Dunk,"1,120.00 USD","$1,120.00",1685.0,Gbenz,defrag,
8709,13 hours ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,50.00 USD,$50.00,1659.0,ChadPowers,JimmyTheGreek,
8710,13 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,8218.0,baloo3101,RonnyRich,
8711,13 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,260.00 USD,$260.00,4479.0,Yaqub_second,haythem,
8712,13 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,5.00 USD,$5.00,2508.0,Pennyhardaway1,grannydimes,
8713,13 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,245.00 USD,$245.00,1596.0,Vintagemensgoods,haythem,
8714,13 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,321.00 USD,$321.00,3739.0,JayCutlersBurner,Rustyd05,
8715,13 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,9.00 USD,$9.00,5990.0,0xe61110...4a9416,futurefox,
8716,13 hours ago,2020-21 Deni Avdija,Base Set,Washington Wizards,3 Pointer,79.00 USD,$79.00,2457.0,Boolies,BoysRBuzzin,
8717,13 hours ago,2019-20 Jamal Murray,Throwdowns,Denver Nuggets,Dunk,539.00 USD,$539.00,16.0,Lugo,The_Kraken,
8718,13 hours ago,2019-20 Jerami Grant,Western Conference Finals,Denver Nuggets,Dunk,199.00 USD,$199.00,718.0,Evanbe2,0x1ab611...99b52c,
8719,13 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,20.00 USD,$20.00,11427.0,bugdozer,dappp,
8720,13 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,2.00 USD,$2.00,5551.0,Jbress,Eaglezzz,
8721,13 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,9.00 USD,$9.00,5228.0,biodegradable_armadillo,dappp,
8722,13 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,250.00 USD,$250.00,3343.0,delightful_panther9379,mat2618,
8723,13 hours ago,2019-20 JaVale McGee,Metallic Gold LE,Los Angeles Lakers,Block,210.00 USD,$210.00,116.0,Omerta,0x739f16...6023d0,
8724,13 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,9.00 USD,$9.00,7283.0,baytosd,dappp,
8725,13 hours ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,42.00 USD,$42.00,1583.0,KCMOBUCKEYE,0x3c6a6f...5e34a6,
8726,13 hours ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,9072.0,happyhands3421,Eaglezzz,
8727,13 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,15.00 USD,$15.00,7419.0,Always_Hoops,packlineCTB,
8728,13 hours ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,92.00 USD,$92.00,3879.0,aaronstefanpoker,Awesemo,
8729,13 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,11.00 USD,$11.00,6243.0,sincity29,oddball_echidna2396,
8730,13 hours ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,4.00 USD,$4.00,10623.0,0xafea20...f7c36d,0x44f9f1...7e8a62,
8731,13 hours ago,2019-20 Aaron Gordon,Base Set,Orlando Magic,Dunk,48.00 USD,$48.00,944.0,RonWR,Highten,
8732,13 hours ago,2019-20 Josh Okogie,Base Set,Minnesota Timberwolves,Dunk,15.00 USD,$15.00,2474.0,Rocky,0xfc57f8...792b75,
8733,13 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,2.00 USD,$2.00,10059.0,redsoxtra,Eaglezzz,
8734,13 hours ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,43.00 USD,$43.00,2101.0,pingu,raw_red_pepper1738,
8735,13 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,6968.0,Jbress,0x9b8d08...7acb10,
8736,13 hours ago,2019-20 Ky Bowman,Base Set,Golden State Warriors,Steal,21.00 USD,$21.00,2836.0,TheWesterner,brisk_mountain_lion,
8737,13 hours ago,2019-20 Danuel House Jr.,Metallic Gold LE,Houston Rockets,Dunk,169.00 USD,$169.00,147.0,gunnsh0W,Liamazon,
8738,13 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,249.00 USD,$249.00,3807.0,nerfmurph,haythem,
8739,13 hours ago,2019-20 Rajon Rondo,Western Conference Finals,Los Angeles Lakers,Assist,50.00 USD,$50.00,375.0,feline_magpie3701,0x4ea595...0c414c,
8740,13 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,338.00 USD,$338.00,1657.0,MizzleDub,haythem,
8741,13 hours ago,2019-20 Zion Williamson,Base Set,New Orleans Pelicans,Block,"1,125.00 USD","$1,125.00",397.0,SenecaEth,themick23,
8742,13 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,275.00 USD,$275.00,3553.0,An_Enemy_Yeti,bao,
8743,13 hours ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,7.00 USD,$7.00,2192.0,Gbenz,Cheekypenguin,
8744,13 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,255.00 USD,$255.00,2538.0,Vintagemensgoods,mat2618,
8745,13 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,240.00 USD,$240.00,2916.0,TopShotTradeUp,mat2618,
8746,13 hours ago,2019-20 Lou Williams,Base Set,Los Angeles Clippers,Handles,30.00 USD,$30.00,2856.0,niconasty,altBAE,
8747,13 hours ago,2019-20 Jamal Murray,Base Set,Denver Nuggets,Dunk,158.00 USD,$158.00,995.0,Minty,mbl267,
8748,13 hours ago,2019-20 Pascal Siakam,Base Set,Toronto Raptors,Block,48.00 USD,$48.00,3181.0,Mahoney_jr,Big_B,
8749,13 hours ago,2020-21 Caris LeVert,Base Set,Brooklyn Nets,Layup,25.00 USD,$25.00,757.0,Zythron,tariqali95,
8750,13 hours ago,2019-20 Zion Williamson,Base Set,New Orleans Pelicans,Block,"1,125.00 USD","$1,125.00",397.0,SenecaEth,themick23,
8751,13 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,275.00 USD,$275.00,3553.0,An_Enemy_Yeti,bao,
8752,13 hours ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,7.00 USD,$7.00,2192.0,Gbenz,Cheekypenguin,
8753,13 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,255.00 USD,$255.00,2538.0,Vintagemensgoods,mat2618,
8754,13 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,240.00 USD,$240.00,2916.0,TopShotTradeUp,mat2618,
8755,13 hours ago,2019-20 Lou Williams,Base Set,Los Angeles Clippers,Handles,30.00 USD,$30.00,2856.0,niconasty,altBAE,
8756,13 hours ago,2019-20 Jamal Murray,Base Set,Denver Nuggets,Dunk,158.00 USD,$158.00,995.0,Minty,mbl267,
8757,13 hours ago,2019-20 Pascal Siakam,Base Set,Toronto Raptors,Block,48.00 USD,$48.00,3181.0,Mahoney_jr,Big_B,
8758,13 hours ago,2020-21 Caris LeVert,Base Set,Brooklyn Nets,Layup,25.00 USD,$25.00,757.0,Zythron,tariqali95,
8759,13 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,248.00 USD,$248.00,4576.0,MajinNick,mat2618,
8760,13 hours ago,2019-20 Luke Kornet,Base Set,Chicago Bulls,Dunk,14.00 USD,$14.00,2474.0,Rocky,SgtStogie,
8761,13 hours ago,2019-20 Ky Bowman,Base Set,Golden State Warriors,Steal,19.00 USD,$19.00,2477.0,Rocky,brisk_mountain_lion,
8762,13 hours ago,2020-21 Lonnie Walker IV,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,7370.0,happyhands3421,TKS,
8763,13 hours ago,2019-20 Kentavious Caldwell-Pope,Metallic Gold LE,Los Angeles Lakers,Layup,210.00 USD,$210.00,217.0,Xant,0x739f16...6023d0,
8764,13 hours ago,2019-20 Alex Caruso,Western Conference Finals,Los Angeles Lakers,Dunk,299.00 USD,$299.00,877.0,Spaceship97,axeman,
8765,13 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,6.00 USD,$6.00,2901.0,Cosmix,united_boston_terrier4170,
8766,13 hours ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,11.00 USD,$11.00,8215.0,JeffOpensCards,haythem,
8767,13 hours ago,2020-21 Bojan Bogdanović,Base Set,Utah Jazz,Layup,2.00 USD,$2.00,9570.0,redsoxtra,Dudemanpa,
8768,13 hours ago,2019-20 Steven Adams,Base Set,Oklahoma City Thunder,Assist,39.00 USD,$39.00,2388.0,Oberhofer,0x59c981...ec7512,
8769,13 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,5.00 USD,$5.00,2685.0,0x8aad97...1681eb,RooftopK,
8770,13 hours ago,2020-21 Lonzo Ball,Base Set,New Orleans Pelicans,3 Pointer,6.00 USD,$6.00,8907.0,dvic89,0xe0400c...0a07f1,
8771,13 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,10.00 USD,$10.00,2192.0,baytosd,Nuggets88,
8772,13 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,9.00 USD,$9.00,6415.0,Always_Hoops,haythem,
8773,13 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,8.00 USD,$8.00,11702.0,0x251d8f...0c22ee,haythem,
8774,13 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Layup,40.00 USD,$40.00,1947.0,varopola,Treaticus,
8775,13 hours ago,2020-21 Caris LeVert,Base Set,Brooklyn Nets,Layup,18.00 USD,$18.00,2926.0,Spaceship97,raw_red_pepper1738,
8776,13 hours ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,5.00 USD,$5.00,10066.0,naapstermaan,TKS,
8777,13 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,20.00 USD,$20.00,9665.0,labrown1019,haythem,
8778,13 hours ago,2020-21 Domantas Sabonis,Base Set,Indiana Pacers,Dunk,4.00 USD,$4.00,10825.0,andyt347,Sincere_44,
8779,13 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,335.00 USD,$335.00,4907.0,Mannyh097,mat2618,
8780,13 hours ago,2019-20 Caris LeVert,Base Set,Brooklyn Nets,Layup,72.00 USD,$72.00,1246.0,thadiusbacon,Wallace2422,
8781,13 hours ago,2019-20 Boban Marjanovic,Got Game,Dallas Mavericks,Dunk,92.00 USD,$92.00,921.0,scorbles,ts6kou,
8782,13 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,6896.0,bossy_hyena173,RonnyRich,
8783,13 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,200.00 USD,$200.00,5795.0,lblive27,futurefox,
8784,13 hours ago,2020-21 Bojan Bogdanović,Base Set,Utah Jazz,Layup,2.00 USD,$2.00,6226.0,redsoxtra,0x1ab611...99b52c,
8785,13 hours ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,21.00 USD,$21.00,1749.0,HarveyBirdman,0x469559...019179,
8786,13 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,9978.0,YouCanBookIt,mycole2510,
8787,13 hours ago,2019-20 Caris LeVert,Base Set,Brooklyn Nets,Assist,100.00 USD,$100.00,1174.0,Mahoney_jr,raw_red_pepper1738,
8788,13 hours ago,2019-20 Kristaps Porziņģis,Base Set,Dallas Mavericks,3 Pointer,63.00 USD,$63.00,2487.0,Rocky,LadDaddy,
8789,13 hours ago,2019-20 Steph Curry,Base Set,Golden State Warriors,3 Pointer,390.00 USD,$390.00,3394.0,KFG,Crypto,
8790,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,10034.0,MMalone444,RonnyRich,
8791,13 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,14.00 USD,$14.00,1186.0,Rightmow,united_boston_terrier4170,
8792,13 hours ago,2019-20 LeBron James,Base Set,Los Angeles Lakers,Dunk,30.00 USD,$30.00,9.0,feline_magpie3701,jobmyster,
8793,13 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,4.00 USD,$4.00,6638.0,DapperAdam,TKS,
8794,13 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,5.00 USD,$5.00,8575.0,Johnnycrypto,0x927167...926652,
8795,13 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,8.00 USD,$8.00,8025.0,dcarrbaby,Sincere_44,
8796,13 hours ago,2020-21 Jarrett Culver,Base Set,Minnesota Timberwolves,Dunk,2.00 USD,$2.00,7162.0,happyhands3421,Eaglezzz,
8797,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,6318.0,dcarrbaby,altBAE,
8798,13 hours ago,2019-20 Shabazz Napier,So Fresh,Washington Wizards,Jump Shot,186.00 USD,$186.00,33.0,Spaceship97,protozoazoom,
8799,13 hours ago,2019-20 Josh Okogie,Base Set,Minnesota Timberwolves,Dunk,17.00 USD,$17.00,3469.0,Mahoney_jr,pagingdrt,
8800,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,6318.0,dcarrbaby,altBAE,
8801,13 hours ago,2019-20 Shabazz Napier,So Fresh,Washington Wizards,Jump Shot,186.00 USD,$186.00,33.0,Spaceship97,protozoazoom,
8802,13 hours ago,2019-20 Josh Okogie,Base Set,Minnesota Timberwolves,Dunk,17.00 USD,$17.00,3469.0,Mahoney_jr,pagingdrt,
8803,13 hours ago,2019-20 Kentavious Caldwell-Pope,Base Set,Los Angeles Lakers,Layup,42.00 USD,$42.00,1028.0,benjo09,edouble,
8804,13 hours ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,80.00 USD,$80.00,6154.0,paddyfing,k4bong,
8805,13 hours ago,2019-20 Justin Holiday,Base Set,Indiana Pacers,Layup,19.00 USD,$19.00,2571.0,tricky8181,0x59c981...ec7512,
8806,13 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,6792.0,fruitful_magpie6191,RonnyRich,
8807,13 hours ago,2019-20 Bogdan Bogdanović,Base Set,Sacramento Kings,Assist,55.00 USD,$55.00,3275.0,Dirklukalukadirk,YellowFinTuna,
8808,13 hours ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,8.00 USD,$8.00,1543.0,HarveyBirdman,SKANKDITTO,
8809,13 hours ago,2019-20 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,369.00 USD,$369.00,517.0,Pranked,DroppingDimesAllDay,
8810,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,4.00 USD,$4.00,3144.0,Steef,trubluciv,
8811,13 hours ago,2020-21 Markelle Fultz,Base Set,Orlando Magic,Jump Shot,3.00 USD,$3.00,2464.0,ColinT816,altBAE,
8812,13 hours ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,4.00 USD,$4.00,6645.0,0x927167...926652,MacGarb,
8813,13 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,5.00 USD,$5.00,6300.0,FGM146,0x927167...926652,
8814,13 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,6207.0,Wagashi,RonnyRich,
8815,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,3.00 USD,$3.00,5604.0,aroundthafur,altBAE,
8816,13 hours ago,2019-20 Nikola Vučević,Base Set,Orlando Magic,Jump Shot,25.00 USD,$25.00,651.0,harry830622,tmoneyttime1,
8817,13 hours ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,41.00 USD,$41.00,3085.0,MICHAELWELCH,Awesemo,
8818,13 hours ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,4.00 USD,$4.00,5569.0,Always_Hoops,Sincere_44,
8819,13 hours ago,2019-20 Jordan Clarkson,Base Set,Utah Jazz,Handles,67.00 USD,$67.00,1299.0,Giannis,0xed814e...41242e,
8820,13 hours ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,8.00 USD,$8.00,7407.0,naapstermaan,0x4503aa...5accfb,
8821,13 hours ago,2020-21 Domantas Sabonis,Base Set,Indiana Pacers,Dunk,4.00 USD,$4.00,8544.0,0x927167...926652,The_Eraser,
8822,13 hours ago,2019-20 Serge Ibaka,Base Set,Toronto Raptors,Dunk,19.00 USD,$19.00,1903.0,harry830622,bcickdaa,
8823,13 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Layup,40.00 USD,$40.00,1785.0,GiantHeart,NBATopShot1,
8824,13 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Layup,14.00 USD,$14.00,7136.0,0xb9e4e4...fa78ff,0xd332cb...0b2101,
8825,13 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,215.00 USD,$215.00,2916.0,cbjr30,TopShotTradeUp,
8826,13 hours ago,2019-20 Cedi Osman,Base Set,Cleveland Cavaliers,Assist,15.00 USD,$15.00,2486.0,0x7030dc...d2ddda,BigDaddyErac,
8827,13 hours ago,2020-21 Serge Ibaka,Base Set,LA Clippers,Dunk,5.00 USD,$5.00,1588.0,0x74aece...2d920c,0x3cf20a...ac0771,
8828,13 hours ago,2020-21 Fred VanVleet,Base Set,Toronto Raptors,3 Pointer,4.00 USD,$4.00,7899.0,CoinLord,mattytyjoe,
8829,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,2.00 USD,$2.00,8656.0,Fitz623,TKS,
8830,13 hours ago,2019-20 Giannis Antetokounmpo,MVP Moves,Milwaukee Bucks,Dunk,400.00 USD,$400.00,390.0,Omerta,0x1e30f8...0af5a7,
8831,13 hours ago,2020-21 Domantas Sabonis,Base Set,Indiana Pacers,Dunk,7.00 USD,$7.00,1789.0,Always_Hoops,united_boston_terrier4170,
8832,13 hours ago,2019-20 Spencer Dinwiddie,Base Set,Brooklyn Nets,Dunk,35.00 USD,$35.00,2276.0,Sina,husky_electric_eel8198,
8833,13 hours ago,2020-21 Eric Bledsoe,Base Set,New Orleans Pelicans,Block,2.00 USD,$2.00,7123.0,Jbress,0xe0400c...0a07f1,
8834,13 hours ago,2020-21 Precious Achiuwa,Base Set,Miami Heat,Dunk,59.00 USD,$59.00,3925.0,Cagelawyer,HereTheyCome76,
8835,13 hours ago,2020-21 Pascal Siakam,Base Set,Toronto Raptors,Layup,2.00 USD,$2.00,10403.0,Fitz623,Dudemanpa,
8836,13 hours ago,2019-20 Jeff Teague,Base Set,Atlanta Hawks,Handles,150.00 USD,$150.00,73.0,Slider92,ChetBaker,
8837,13 hours ago,2019-20 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,30.00 USD,$30.00,720.0,harry830622,tmoneyttime1,
8838,13 hours ago,2019-20 Markieff Morris,Base Set,Los Angeles Lakers,3 Pointer,46.00 USD,$46.00,1380.0,RickOshay,edouble,
8839,13 hours ago,NBA Top Shot (SN# 1877041),,,,4.00 USD,$4.00,,NoleinJax,TKS,
8840,13 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,4.00 USD,$4.00,5253.0,pinball,CoinLord,
8841,13 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,59.00 USD,$59.00,906.0,cryptofan,quashmonger,
8842,13 hours ago,2020-21 Anthony Edwards,Base Set,Minnesota Timberwolves,Layup,215.00 USD,$215.00,2543.0,tjkb,KnightSP1,
8843,13 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Assist,77.00 USD,$77.00,911.0,axelseer,NBATopShot1,
8844,13 hours ago,2019-20 Norman Powell,Hometown Showdown: Cali vs NY,Toronto Raptors,Dunk,95.00 USD,$95.00,477.0,Rocky,JessePinkman,
8845,13 hours ago,2020-21 Chris Paul,Base Set,Phoenix Suns,Assist,14.00 USD,$14.00,1623.0,0xeb4c1c...201ae3,0xedde6d...d38d40,
8846,13 hours ago,2019-20 Boban Marjanovic,Base Set,Dallas Mavericks,Dunk,40.00 USD,$40.00,1079.0,enchanted_macaw2733,bashiru,
8847,13 hours ago,2019-20 Nikola Jokić,Base Set,Denver Nuggets,Jump Shot,124.00 USD,$124.00,3307.0,DaveyBonesJones,thadiusbacon,
8848,13 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,4.00 USD,$4.00,4500.0,avatarium,Hambowen,
8849,13 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,45.00 USD,$45.00,240.0,0xbe2867...0adde4,0x8d6bce...b17590,
8850,13 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,4.00 USD,$4.00,4500.0,avatarium,Hambowen,
8851,13 hours ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,45.00 USD,$45.00,240.0,0xbe2867...0adde4,0x8d6bce...b17590,
8852,13 hours ago,2019-20 Jaylen Brown,Base Set,Boston Celtics,Dunk,600.00 USD,$600.00,216.0,Diggie8111,futurefox,
8853,13 hours ago,2020-21 Jarrett Allen,Base Set,Brooklyn Nets,Dunk,15.00 USD,$15.00,4242.0,MediumBallerBrand,SKANKDITTO,
8854,13 hours ago,2019-20 Trevor Ariza,Base Set,Portland Trail Blazers,Dunk,40.00 USD,$40.00,275.0,Kevork,spartacus5509,
8855,13 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Dunk,24.00 USD,$24.00,5828.0,0x6294e6...01bf87,baytosd,
8856,13 hours ago,2019-20 Damion Lee,Base Set,Golden State Warriors,Assist,35.00 USD,$35.00,756.0,cao_moni,marsu,
8857,13 hours ago,2019-20 Jonas Valančiūnas,Base Set,Memphis Grizzlies,Dunk,35.00 USD,$35.00,1416.0,ShowMeTheMoney,marsu,
8858,13 hours ago,2019-20 P.J. Washington,Metallic Gold LE,Charlotte Hornets,Dunk,375.00 USD,$375.00,256.0,Satman,great_howler_monkey3717,
8859,13 hours ago,2019-20 James Harden,Base Set,Houston Rockets,Block,135.00 USD,$135.00,2815.0,JMLevine,Pennyhardaway1,
8860,13 hours ago,2019-20 Cameron Payne,Base Set,Phoenix Suns,Steal,35.00 USD,$35.00,1308.0,Jmabummyy,marsu,
8861,13 hours ago,2020-21 Marcus Smart,Base Set,Boston Celtics,Layup,3.00 USD,$3.00,5081.0,SeReGa,Sellico,
8862,13 hours ago,2019-20 T.J. McConnell,Base Set,Indiana Pacers,Assist,35.00 USD,$35.00,1468.0,Iuli,marsu,
8863,13 hours ago,2020-21 Kira Lewis Jr.,Base Set,New Orleans Pelicans,Layup,48.00 USD,$48.00,2305.0,pingu,commissioner,
8864,13 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Layup,14.00 USD,$14.00,6108.0,gucciIHOF,0xca7dbb...f812a1,
8865,13 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,6.00 USD,$6.00,1780.0,Gbenz,baytosd,
8866,13 hours ago,2019-20 Alex Caruso,Base Set,Los Angeles Lakers,Block,48.00 USD,$48.00,1444.0,ts6kou,spartacus5509,
8867,13 hours ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,4.00 USD,$4.00,6213.0,pinball,sayitaintso82,
8868,13 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,3.00 USD,$3.00,6836.0,fleury16,J1anderson,
8869,13 hours ago,2019-20 Andrew Wiggins,Base Set,Golden State Warriors,Dunk,25.00 USD,$25.00,2490.0,Rocky,LadDaddy,
8870,13 hours ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,4.00 USD,$4.00,11127.0,Str8heatwear,0x72845e...2c6028,
8871,13 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,3.00 USD,$3.00,3535.0,0x28ef2f...0f75be,0x59c981...ec7512,
8872,13 hours ago,2019-20 Nikola Jokić,Base Set,Denver Nuggets,Jump Shot,114.00 USD,$114.00,2544.0,Pranked,thadiusbacon,
8873,13 hours ago,2020-21 Tyler Herro,Base Set,Miami Heat,3 Pointer,30.00 USD,$30.00,5587.0,fibberfox19,TheMeadows2019,
8874,13 hours ago,2019-20 Jaylen Brown,Base Set,Boston Celtics,Dunk,599.00 USD,$599.00,174.0,Celtics33,futurefox,
8875,13 hours ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,5.00 USD,$5.00,1226.0,Gbenz,jobmyster,
8876,13 hours ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,5.00 USD,$5.00,11352.0,0xed8fbf...bd3c49,0x59c981...ec7512,
8877,13 hours ago,2019-20 Jae Crowder,The Finals,Miami Heat,Assist,152.00 USD,$152.00,615.0,rephoria,aquilo,
8878,13 hours ago,2019-20 Justin Holiday,Base Set,Indiana Pacers,Layup,22.00 USD,$22.00,1120.0,Mahoney_jr,0x82f033...f1dda5,
8879,13 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,255.00 USD,$255.00,1052.0,0xd09521...35d91e,List4More2Gthr,
8880,13 hours ago,2020-21 John Wall,Base Set,Houston Rockets,Dunk,22.00 USD,$22.00,2228.0,brandonespn,0x3c6a6f...5e34a6,
8881,13 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,2.00 USD,$2.00,5213.0,0x927167...926652,CoinLord,
8882,13 hours ago,2019-20 Enes Kanter,With the Strip,Boston Celtics,Steal,130.00 USD,$130.00,386.0,KurgerBing,aquilo,
8883,13 hours ago,2019-20 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Handles,185.00 USD,$185.00,536.0,harry830622,Mayzo,
8884,13 hours ago,2020-21 Jonas Valančiūnas,Base Set,Memphis Grizzlies,Dunk,3.00 USD,$3.00,3286.0,KarlAnthonyTowns,Sellico,
8885,13 hours ago,NBA Top Shot (SN# 1916212),,,,3.00 USD,$3.00,,Gambit,0x59c981...ec7512,
